ID,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
118,21,11.05,92.33,37.24,1,5.25,9.52,76.19,38.1,14.29,9.52,0,0,9.52,0,0,4.76,0,0,14.29,4.76,0,4.76,14.29,0,0,0,4.76,4.76,9.52,0,9.52,0,4.76,0,9.52,0,0,0,0,28.57,19.05,14.29,0,4.76,4.76,0,4.76,0,0,4.76,0,0,0,0,0,9.52,0,0,4.76,0,4.76,0,9.52,9.52,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,33.33,14.29,0,14.29,0,0,4.76,0,0,0,0,0
119,26,6.37,35.01,1,1,6.5,23.08,76.92,57.69,19.23,7.69,3.85,0,0,0,3.85,11.54,3.85,3.85,11.54,3.85,11.54,3.85,15.38,0,0,3.85,0,0,15.38,0,15.38,0,11.54,0,3.85,0,0,0,0,11.54,0,7.69,3.85,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,11.54,0,0,0,11.54,3.85,3.85,0,3.85,0,0,0,0,0,0,3.85,0,0,0,0,0,0,15.38,11.54,0,0,0,0,3.85,0,0,0,0,0
120,18,62.04,50,23.51,25.77,18,11.11,94.44,61.11,16.67,16.67,5.56,0,5.56,0,5.56,0,5.56,16.67,11.11,0,5.56,5.56,22.22,0,0,0,0,0,11.11,5.56,5.56,0,0,0,11.11,0,0,0,0,27.78,0,5.56,11.11,5.56,0,5.56,0,0,0,0,5.56,0,5.56,0,0,11.11,0,0,5.56,5.56,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
122,76,45.95,65.36,9.58,2.51,25.33,2.63,85.53,59.21,9.21,6.58,1.32,0,0,1.32,3.95,2.63,11.84,7.89,11.84,3.95,15.79,1.32,19.74,1.32,0,0,0,0,7.89,2.63,5.26,0,1.32,2.63,10.53,5.26,0,2.63,0,7.89,1.32,1.32,3.95,5.26,0,3.95,2.63,0,0,2.63,3.95,0,0,0,3.95,6.58,0,2.63,1.32,2.63,1.32,2.63,10.53,6.58,11.84,3.95,7.89,1.32,0,0,0,0,0,0,0,0,0,0,0,0,3.95,3.95,0,0,0,0,0,0,0,0,0,0
123,13,1,1,1.4,25.77,13,15.38,84.62,69.23,15.38,7.69,0,0,0,0,7.69,7.69,0,7.69,15.38,0,7.69,23.08,15.38,0,0,0,0,0,15.38,7.69,7.69,0,0,0,7.69,0,0,0,0,30.77,0,7.69,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
124,6,1.92,4.8,1,25.77,6,50,66.67,50,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
125,12,62.04,20.24,1,1,12,41.67,66.67,50,8.33,0,0,0,0,0,0,8.33,16.67,0,0,0,16.67,8.33,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
126,14,29.3,50,1.06,1,14,35.71,71.43,57.14,14.29,7.14,0,0,0,0,7.14,7.14,7.14,7.14,14.29,0,7.14,7.14,14.29,0,0,0,0,0,14.29,0,14.29,0,0,7.14,7.14,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,14.29,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
127,40,90.61,59.88,1.28,2.89,4.44,7.5,65,37.5,2.5,2.5,0,2.5,0,0,0,0,5,12.5,7.5,2.5,2.5,5,17.5,0,0,0,0,0,7.5,2.5,5,0,0,0,12.5,0,0,0,0,17.5,0,0,10,0,0,7.5,0,0,0,0,2.5,0,2.5,0,0,7.5,2.5,0,5,0,0,0,12.5,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,0,0
128,15,18.82,50,10.08,25.77,15,13.33,80,60,20,20,6.67,6.67,0,0,6.67,0,0,13.33,13.33,0,6.67,6.67,33.33,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,33.33,6.67,6.67,13.33,0,0,6.67,0,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,33.33,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
130,43,79.72,50,34.47,1,8.6,11.63,83.72,51.16,11.63,9.3,2.33,4.65,0,0,2.33,2.33,6.98,13.95,11.63,0,2.33,4.65,23.26,0,0,0,4.65,0,4.65,0,4.65,0,0,0,6.98,0,0,0,0,25.58,9.3,6.98,11.63,0,0,4.65,0,0,0,0,2.33,0,0,0,2.33,9.3,4.65,0,4.65,0,0,0,18.6,0,13.95,2.33,9.3,2.33,0,0,0,0,0,0,0,0,0,0,0,0,11.63,11.63,0,0,0,0,0,0,0,0,0,0
131,16,93.26,26.6,35.37,1,16,12.5,87.5,62.5,0,0,0,0,0,0,0,0,18.75,12.5,18.75,0,6.25,6.25,18.75,0,0,0,0,0,6.25,0,6.25,0,0,0,6.25,0,0,0,0,12.5,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,6.25,12.5,6.25,12.5,6.25,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
133,22,44.96,81.84,11,1,4.4,9.09,90.91,50,13.64,9.09,0,0,9.09,0,0,4.55,9.09,4.55,9.09,0,0,13.64,18.18,4.55,0,0,0,4.55,9.09,0,9.09,0,0,0,18.18,0,0,0,0,22.73,4.55,4.55,4.55,0,4.55,4.55,0,0,0,0,4.55,4.55,0,0,0,13.64,4.55,0,9.09,0,4.55,4.55,4.55,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,13.64,0,0,0,0,9.09,0,0,0,0,0
134,9,46.37,13.32,1,25.77,9,55.56,66.67,44.44,0,0,0,0,0,0,0,0,0,11.11,0,0,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
135,40,90.61,30.86,27.99,1,20,15,80,52.5,0,0,0,0,0,0,0,0,10,15,12.5,2.5,7.5,5,15,0,0,0,0,0,7.5,0,7.5,0,0,2.5,5,0,0,0,0,22.5,0,10,0,7.5,0,5,2.5,0,0,2.5,0,0,0,0,0,12.5,0,0,10,2.5,0,0,10,5,12.5,2.5,10,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
138,50,25.89,72.57,12.17,4.95,16.67,16,88,56,12,10,0,0,0,0,10,2,8,6,16,4,8,4,18,2,2,0,0,2,6,2,4,0,4,0,12,0,0,0,0,6,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,10,0,0,2,0,8,0,16,4,14,2,2,10,0,0,2,0,0,12,0,0,0,0,0,0,6,4,0,0,0,0,2,0,0,0,0,0
139,5,1,1,1,25.77,5,40,80,80,0,0,0,0,0,0,0,0,0,0,20,0,20,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
140,72,46.37,55.52,31.19,1,24,9.72,83.33,58.33,15.28,6.94,4.17,0,2.78,0,0,8.33,9.72,9.72,13.89,6.94,2.78,2.78,18.06,1.39,0,4.17,1.39,0,6.94,0,6.94,0,0,0,8.33,0,0,0,0,22.22,5.56,8.33,2.78,2.78,0,2.78,0,0,0,0,0,0,0,0,0,12.5,0,1.39,9.72,0,1.39,0,13.89,2.78,8.33,0,5.56,2.78,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
142,32,72.69,73.4,2.67,1,6.4,9.38,87.5,50,9.38,9.38,3.12,6.25,0,0,0,0,3.12,15.62,9.38,0,6.25,6.25,18.75,0,0,0,0,0,6.25,0,6.25,0,0,0,12.5,0,0,0,0,21.88,3.12,6.25,9.38,0,0,3.12,0,0,0,0,3.12,0,0,0,3.12,21.88,6.25,3.12,12.5,0,0,0,15.62,0,9.38,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.62,12.5,0,0,0,3.12,0,0,0,0,0,0
143,32,93.26,37.72,2.67,1,10.67,18.75,75,46.88,3.12,0,0,0,0,0,0,3.12,12.5,12.5,9.38,3.12,6.25,3.12,21.88,0,0,3.12,3.12,3.12,9.38,0,9.38,0,0,9.38,0,0,0,0,0,6.25,0,3.12,3.12,0,0,0,9.38,0,0,9.38,0,0,0,0,0,6.25,0,0,0,6.25,0,0,12.5,6.25,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38,9.38,0,0,0,0,0,0,0,0,0,0
144,30,70.69,50,43.37,25.77,30,6.67,86.67,63.33,10,0,0,0,0,0,0,10,13.33,13.33,6.67,6.67,16.67,0,10,6.67,3.33,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,10,0,3.33,3.33,6.67,0,3.33,3.33,0,0,3.33,0,0,0,0,0,3.33,0,3.33,3.33,0,0,0,6.67,3.33,20,3.33,16.67,0,0,0,0,0,6.67,3.33,0,0,0,0,0,0,6.67,3.33,0,0,0,0,0,0,0,3.33,0,0
145,26,24.14,35.01,5.76,1,26,7.69,80.77,61.54,15.38,7.69,3.85,0,0,0,3.85,7.69,7.69,7.69,15.38,3.85,7.69,3.85,19.23,0,0,3.85,0,0,11.54,0,11.54,0,0,3.85,7.69,0,0,0,0,23.08,3.85,7.69,7.69,0,0,3.85,3.85,0,0,3.85,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,3.85,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0
147,18,10.01,71.09,87.07,25.77,18,11.11,88.89,61.11,5.56,5.56,0,0,0,0,5.56,0,5.56,11.11,16.67,11.11,22.22,0,16.67,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,0,22.22,5.56,16.67,0,0,0,5.56,0,0,0,5.56,0,0,5.56,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
150,14,93.26,50,13.15,1,14,28.57,85.71,57.14,0,0,0,0,0,0,0,0,21.43,7.14,14.29,7.14,7.14,0,21.43,0,0,0,0,0,7.14,0,7.14,0,0,0,7.14,0,0,0,0,21.43,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,14.29,0,0,7.14,7.14,0,0,7.14,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
151,37,26.53,86.02,21.26,25.77,9.25,13.51,86.49,62.16,18.92,16.22,5.41,0,10.81,0,0,2.7,8.11,8.11,10.81,2.7,10.81,2.7,21.62,0,0,2.7,2.7,2.7,5.41,2.7,2.7,0,2.7,0,16.22,0,0,0,0,16.22,2.7,2.7,5.41,2.7,0,8.11,2.7,0,2.7,0,0,0,0,0,0,5.41,0,2.7,2.7,2.7,0,10.81,13.51,2.7,5.41,0,2.7,2.7,0,0,0,0,0,0,2.7,0,0,0,0,0,10.81,8.11,0,0,0,0,2.7,0,0,0,0,0
152,60,78.3,30.86,15.86,1,12,20,83.33,60,10,1.67,0,0,1.67,0,0,8.33,11.67,13.33,13.33,0,6.67,5,13.33,0,0,0,0,5,13.33,3.33,10,0,3.33,0,5,0,0,0,0,21.67,0,3.33,3.33,5,6.67,6.67,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,6.67,5,11.67,0,11.67,0,0,0,0,0,1.67,3.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
153,21,11.05,50,1,1,10.5,19.05,90.48,57.14,14.29,4.76,0,4.76,0,0,0,9.52,0,9.52,14.29,4.76,9.52,4.76,23.81,0,0,0,0,4.76,4.76,0,4.76,0,0,0,4.76,0,0,0,0,23.81,0,14.29,4.76,0,0,4.76,0,0,0,0,9.52,0,4.76,0,4.76,14.29,4.76,0,9.52,0,0,0,19.05,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0
154,10,52.71,15.86,43.37,1,10,0,70,40,10,10,10,0,0,0,0,0,0,10,10,0,0,10,20,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
156,32,99,82.58,1,1,16,9.38,81.25,53.12,3.12,0,0,0,0,0,0,3.12,12.5,21.88,9.38,3.12,3.12,0,15.62,0,0,3.12,0,0,6.25,0,6.25,0,0,0,9.38,0,0,0,0,15.62,0,6.25,9.38,0,0,0,0,0,0,0,3.12,0,3.12,0,0,6.25,0,0,6.25,0,0,0,9.38,0,15.62,0,15.62,0,0,0,3.12,0,0,0,3.12,0,0,3.12,0,0,9.38,6.25,3.12,0,0,0,0,0,0,0,0,0
157,14,48.63,23.75,1.06,1,14,21.43,78.57,64.29,7.14,7.14,0,0,0,0,7.14,0,14.29,7.14,14.29,0,14.29,7.14,14.29,0,0,0,0,0,7.14,0,7.14,0,0,0,7.14,0,0,0,0,14.29,0,7.14,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,7.14,7.14,7.14,0,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
159,61,39.73,99,1,1.13,30.5,11.48,72.13,47.54,13.11,13.11,0,13.11,0,0,0,0,6.56,6.56,6.56,3.28,13.11,1.64,14.75,6.56,6.56,0,0,6.56,6.56,1.64,4.92,0,0,0,18.03,0,0,0,0,11.48,0,4.92,4.92,1.64,0,3.28,0,0,0,0,1.64,1.64,0,0,0,14.75,13.11,0,0,1.64,0,0,13.11,0,4.92,1.64,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,3.28,1.64,0,0,0,0,0,0,0,0,0
160,5,52.71,2.31,43.37,25.77,5,40,60,60,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
161,62,84.99,43.59,70.28,1,15.5,14.52,75.81,53.23,8.06,8.06,1.61,0,3.23,0,3.23,0,9.68,14.52,8.06,0,11.29,3.23,12.9,0,0,0,6.45,1.61,4.84,0,4.84,0,1.61,0,6.45,0,0,0,0,20.97,6.45,11.29,4.84,4.84,1.61,6.45,1.61,1.61,0,0,1.61,1.61,0,0,0,8.06,0,0,8.06,0,0,0,9.68,4.84,14.52,1.61,11.29,1.61,0,0,0,0,0,1.61,0,0,0,0,0,0,6.45,6.45,0,0,0,0,0,0,0,0,0,0
162,15,34.14,9.13,43.37,1,15,13.33,86.67,66.67,20,13.33,6.67,0,0,0,6.67,6.67,13.33,6.67,13.33,0,6.67,6.67,20,0,0,0,0,0,13.33,0,13.33,0,0,6.67,6.67,0,0,0,0,26.67,6.67,6.67,6.67,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,6.67,0,0,6.67,0,0,0,6.67,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
163,8,11.86,10.58,7.84,1,8,12.5,87.5,62.5,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,25,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,12.5,0,12.5,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
164,18,75.9,28.91,58.07,1,9,16.67,88.89,55.56,11.11,11.11,5.56,0,0,0,5.56,0,5.56,16.67,5.56,5.56,5.56,5.56,16.67,0,0,5.56,0,0,5.56,0,5.56,0,0,0,11.11,0,0,0,0,33.33,5.56,16.67,5.56,0,0,5.56,0,0,0,0,5.56,0,5.56,0,0,11.11,0,0,11.11,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,5.56,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
166,40,45.59,22.67,15.86,1,8,7.5,82.5,47.5,10,7.5,2.5,2.5,0,0,2.5,2.5,7.5,5,17.5,0,2.5,5,30,0,0,0,5,2.5,5,0,5,0,0,0,5,0,0,0,0,30,10,7.5,12.5,2.5,2.5,7.5,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,2.5,20,2.5,7.5,2.5,2.5,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
167,40,38.6,6.7,74.76,2.89,10,12.5,80,60,5,2.5,2.5,0,0,0,0,2.5,10,7.5,20,7.5,2.5,7.5,25,0,0,0,0,2.5,7.5,2.5,5,0,0,0,0,0,0,0,0,20,5,2.5,0,2.5,5,5,0,0,0,0,0,0,0,0,0,7.5,0,0,5,2.5,0,2.5,15,7.5,12.5,0,7.5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
168,3,1,1,99,25.77,3,0,100,100,33.33,33.33,33.33,0,0,0,0,0,0,0,33.33,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
169,9,75.9,50,1,1,9,11.11,77.78,55.56,11.11,11.11,0,0,0,0,11.11,0,11.11,11.11,11.11,0,0,11.11,11.11,0,0,0,11.11,0,11.11,0,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
170,16,38.6,50,7.84,1,16,12.5,75,50,12.5,12.5,6.25,0,0,0,6.25,0,6.25,6.25,12.5,0,6.25,6.25,18.75,0,0,0,0,0,12.5,0,12.5,0,6.25,0,12.5,0,0,0,0,18.75,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
171,8,11.86,1,7.84,99,8,25,75,62.5,12.5,12.5,12.5,0,0,0,0,0,0,12.5,0,0,25,12.5,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
172,30,3.34,50,1,1.03,7.5,10,90,56.67,13.33,6.67,0,3.33,0,3.33,0,6.67,0,6.67,13.33,6.67,10,10,23.33,0,0,0,3.33,3.33,3.33,0,3.33,0,0,0,10,0,0,0,3.33,23.33,0,10,6.67,3.33,0,3.33,0,0,0,0,0,0,0,0,0,10,3.33,0,6.67,0,0,6.67,6.67,0,13.33,0,10,3.33,0,0,0,3.33,3.33,0,0,0,0,0,0,0,16.67,6.67,3.33,0,0,0,6.67,0,0,0,0,0
173,7,99,7.67,13.15,1,7,14.29,85.71,42.86,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,0,0,0,28.57,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
174,6,18.82,95.2,23.51,25.77,6,16.67,100,66.67,16.67,16.67,0,0,0,0,16.67,0,0,16.67,16.67,0,16.67,0,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
175,14,48.63,7.67,52.86,25.77,7,0,57.14,50,14.29,7.14,7.14,0,0,0,0,7.14,7.14,7.14,14.29,0,0,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
176,32,72.69,10.58,55.79,1.42,10.67,12.5,84.38,56.25,12.5,12.5,9.38,0,0,0,3.12,0,6.25,15.62,6.25,0,9.38,6.25,18.75,0,0,0,0,0,9.38,3.12,6.25,0,0,0,6.25,0,0,0,0,21.88,3.12,6.25,9.38,0,0,3.12,0,0,0,0,3.12,0,3.12,0,0,6.25,0,0,6.25,0,0,0,9.38,3.12,15.62,0,12.5,3.12,0,0,3.12,0,3.12,0,0,0,0,0,0,0,9.38,9.38,0,0,0,0,0,0,0,0,0,0
177,9,4.69,1.38,99,1,9,11.11,88.89,55.56,22.22,11.11,11.11,0,0,0,0,11.11,0,11.11,11.11,0,11.11,11.11,22.22,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,0,0,33.33,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,7,1,50,1,25.77,7,14.29,100,85.71,28.57,14.29,0,0,0,0,14.29,14.29,0,0,28.57,0,14.29,14.29,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,28.57,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
179,9,93.26,98.62,1,25.77,9,0,77.78,66.67,11.11,11.11,0,11.11,0,0,0,0,33.33,0,22.22,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
180,38,22.39,70.08,1,1,6.33,5.26,81.58,55.26,23.68,15.79,7.89,0,7.89,0,0,7.89,5.26,7.89,13.16,2.63,2.63,2.63,21.05,0,0,5.26,0,0,15.79,5.26,10.53,0,0,5.26,10.53,0,0,0,0,10.53,0,2.63,7.89,2.63,0,2.63,5.26,0,0,5.26,2.63,0,2.63,0,0,2.63,0,0,0,2.63,0,0,18.42,0,2.63,0,2.63,0,2.63,0,0,0,0,0,5.26,0,0,2.63,0,0,18.42,7.89,5.26,0,0,5.26,0,0,0,0,0,0
181,60,5.51,30.86,54.43,1.03,30,5,95,61.67,6.67,0,0,0,0,0,0,6.67,1.67,8.33,13.33,10,18.33,5,18.33,10,8.33,0,0,8.33,3.33,0,3.33,0,0,3.33,3.33,0,0,0,0,5,0,1.67,0,0,0,3.33,0,0,0,0,6.67,1.67,5,0,0,1.67,0,1.67,0,0,0,0,8.33,13.33,18.33,1.67,11.67,5,0,0,0,0,0,1.67,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0
182,19,49.71,29.92,4.05,99,19,10.53,78.95,52.63,5.26,5.26,0,0,0,0,5.26,0,15.79,0,10.53,0,15.79,5.26,31.58,0,0,0,0,0,10.53,10.53,0,0,0,0,5.26,0,0,0,0,15.79,0,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,10.53,0,10.53,0,10.53,0,10.53,15.79,0,10.53,10.53,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,38,42.26,29.92,19.27,2.51,12.67,5.26,89.47,60.53,10.53,10.53,2.63,5.26,0,0,2.63,0,7.89,10.53,21.05,0,2.63,7.89,28.95,0,0,0,5.26,0,7.89,2.63,5.26,0,0,0,7.89,0,0,0,0,28.95,7.89,5.26,13.16,0,0,7.89,0,0,0,0,2.63,0,0,0,2.63,10.53,5.26,0,5.26,0,0,0,18.42,0,10.53,0,7.89,2.63,0,2.63,0,0,0,0,0,0,0,0,0,0,13.16,7.89,0,0,0,0,0,0,0,0,0,5.26
184,25,98.05,88.48,43.37,1,12.5,8,76,56,8,8,0,4,4,0,0,0,12,20,4,4,8,0,16,0,0,4,0,4,4,0,4,0,0,0,8,0,0,0,0,12,0,0,8,4,4,4,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,12,4,24,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0
